식당ID,식당명,도로명주소,지번주소,식당위도,식당경도,식당전화번호,식당업태,영업인허가명,음식점소개내용
130075,신영자의전성시대,광주광역시 동구 필문대로205번길 34,광주광역시 동구 지산동 342-5,35.1518,126.9346,062-00228-9984,호프/통닭,일반음식점,"""신영자의전성시대""는 광주광역시 동구에 있습니다."
130076,백담흑염소,광주광역시 동구 밤실로 105-2,광주광역시 동구 산수동 508-35,35.1569,126.9356,062-263-0888,한식,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""백담흑염소""를 방문해보세요!"
130077,한우물,광주광역시 동구 필문대로191번길 15-2,광주광역시 동구 산수동 517-23,35.1534,126.9332,062-675-9944,한식,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""한우물""에 가보시는 건 어떨까요?"
130078,푸른스낵,광주광역시 동구 백서로153번길 3-1,광주광역시 동구 남동 67-1,35.1435,126.9218,062-226-2417,분식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 문화전당역(구도청) 근처에 있는 ""푸른스낵""을 추천합니다!"
130079,밥사랑술사랑,광주광역시 동구 필문대로287번길 8,광주광역시 동구 서석동 425-2,35.1455,126.9278,062-222-4484,호프/통닭,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""밥사랑술사랑""을 추천합니다!"
130080,토박이식당,광주광역시 동구 서남로33번길 1,광주광역시 동구 서석동 435-12,35.1445,126.9254,062-222-6168,한식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""토박이식당""에 방문해보세요. 문화전당역(구도청) 근처에 있습니다."
130081,굴마을,광주광역시 동구 제봉로82번길 3,광주광역시 동구 서석동 50-6,35.1461,126.9222,062-266-9119,한식,일반음식점,"""굴마을""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
130082,옛날추어탕,광주광역시 동구 백서로175번길 16,광주광역시 동구 서석동 92-14,35.1449,126.9228,062-224-0021,한식,일반음식점,"""옛날추어탕""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
130083,난타5000(소태점),광주광역시 동구 남문로 594-1,광주광역시 동구 소태동 653-5,35.1241,126.9324,062-224-5092,호프/통닭,일반음식점,"""난타5000(소태점)""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 소태역입니다."
130084,맛있는집,광주광역시 동구 지산로 52,광주광역시 동구 지산동 445-8,35.1483,126.9327,062-226-0590,호프/통닭,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""맛있는집""을 추천합니다."
130085,칸,광주광역시 동구 필문대로287번길 19-38,광주광역시 동구 지산동 473-3,35.1458,126.9296,062-234-9759,한식,일반음식점,"""칸""은 광주광역시 동구에 있습니다."
130086,간42,광주광역시 동구 필문대로287번길 19-6,광주광역시 동구 지산동 505-5,35.1453,126.9295,,호프/통닭,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""간42""에 가보시는 건 어떨까요?"
130087,이치피,광주광역시 동구 필문대로287번길 23,광주광역시 동구 지산동 507-23,35.145,126.9294,062-00222-9293,기타,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""이치피""에 가보시는 건 어떨까요?"
130088,송죽,광주광역시 동구 필문대로287번길 24-7,광주광역시 동구 지산동 507-28,35.1447,126.9294,062-222-3852,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""송죽""을 추천합니다!"
130089,호랑이 곱창(본점),광주광역시 동구 필문대로287번길 15-6,광주광역시 동구 지산동 510-6,35.1454,126.9289,062-227-1700,호프/통닭,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""호랑이 곱창(본점)""을 추천합니다!"
130090,배달삼겹돼지되지(조선대점),광주광역시 동구 필문대로287번길 15-13,광주광역시 동구 지산동 511-15,35.1458,126.9289,062-222-9427,호프/통닭,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""배달삼겹돼지되지(조선대점)""를 추천합니다!"
130091,프로포즈,광주광역시 동구 필문대로287번길 15-18,광주광역시 동구 지산동 511-6,35.1459,126.9292,062-227-3133,경양식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""프로포즈""를 추천합니다!"
130092,비어스탑,광주광역시 동구 필문대로287번길 11,광주광역시 동구 지산동 513-1,35.1455,126.9283,062-224-9293,분식,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""비어스탑""에 가보시는 건 어떨까요?"
130093,앨리스(커피전문점),광주광역시 동구 필문대로273번길 10,광주광역시 동구 지산동 518-12,35.1462,126.9287,062-236-1682,경양식,일반음식점,"광주광역시 동구에 가신다면 ""앨리스(커피전문점)""에 방문해보세요~"
130094,신전떡볶이(직영점),광주광역시 동구 필문대로287번길 15-29,광주광역시 동구 지산동 520-1,35.1461,126.9291,062-226-2525,분식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""신전떡볶이(직영점)""를 추천합니다!"
130095,모두의 밥상,광주광역시 동구 필문대로205번길 29-2,광주광역시 동구 지산동 710-61,35.152,126.9345,070-8191-2901,한식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""모두의 밥상""을 추천합니다!"
130096,낙지마을,광주광역시 동구 지산로78번길 9,광주광역시 동구 지산동 342-77,35.1509,126.9337,062-225-5592,한식,일반음식점,"광주광역시 동구에 가신다면 ""낙지마을""에 방문해보세요~"
130097,창평국밥밀냉면,광주광역시 동구 학소로 132-1,광주광역시 동구 학동 781-3,35.1314,126.9323,062-225-8090,한식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 학동증심사입구역 근처에 있는 ""창평국밥밀냉면""을 추천합니다!"
130098,신촌푸드,광주광역시 동구 증심천로 53,광주광역시 동구 학동 280,35.1314,126.9349,062-267-5040,경양식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""신촌푸드""를 추천합니다!"
130099,김형제고기의철학(본점),광주광역시 동구 의재로 20,광주광역시 동구 학동 735-9,35.1328,126.9298,062-224-5252,한식,일반음식점,"""김형제고기의철학(본점)""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 학동증심사입구역입니다."
130100,봉화,광주광역시 동구 의재로 13,광주광역시 동구 학동 873-32,35.1331,126.9292,062-222-0446,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""봉화""를 추천합니다!"
130101,물레방아소주방,광주광역시 동구 천변우로 363-42,광주광역시 동구 호남동 31-71,35.1486,126.9122,062-225-6382,한식,일반음식점,"""물레방아소주방""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 금남로4가역입니다."
130102,파스쿠찌(광주황금점),광주광역시 동구 중앙로160번길 15-3,광주광역시 동구 황금동 19-1,35.1475,126.9148,062-225-8497,호프/통닭,일반음식점,"""파스쿠찌(광주황금점)""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 금남로4가역입니다."
130104,담양참숯돼지갈비떡갈비,광주광역시 동구 천변좌로 614-12,광주광역시 동구 소태동 931,35.1284,126.9282,062-676-6077,한식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 학동증심사입구역 근처에 있는 ""담양참숯돼지갈비떡갈비""를 추천합니다!"
130105,귀향정,광주광역시 동구 참판로26번길 21,광주광역시 동구 계림동 1649,35.161,126.9295,062-522-2743,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""귀향정""을 추천합니다!"
130106,투모아(교대점),광주광역시 동구 무등로375번길 24,광주광역시 동구 계림동 1158,35.1626,126.9243,062-525-9272,호프/통닭,일반음식점,"""투모아(교대점)""를 광주광역시 동구의 가 볼 만한 식당으로 추천합니다!"
130107,보통맥주,광주광역시 동구 무등로375번길 24,광주광역시 동구 계림동 1158,35.1626,126.9243,062-523-1269,호프/통닭,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""보통맥주""를 추천합니다!"
130108,구수향,광주광역시 동구 예술길 23-6,광주광역시 동구 궁동 37-2,35.15,126.9191,062-266-7200,한식,일반음식점,"""구수향""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로4가역입니다."
130109,논두렁추어탕,광주광역시 동구 지산로78번길 19-1,광주광역시 동구 지산동 342-7,35.1519,126.9338,062-652-7764,한식,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""논두렁추어탕""을 방문해보세요!"
130121,파리바게뜨(광주서석점),광주광역시 동구 제봉로 84,광주광역시 동구 서석동 50-4,35.146,126.9221,062-233-8201,제과점영업,제과점영업,"""파리바게뜨(광주서석점)""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
130122,도미노피자(광주금남로점),광주광역시 동구 중앙로 214,광주광역시 동구 궁동 7-7,35.1516,126.9175,062-233-3082,제과점영업,제과점영업,"광주광역시 동구에서 맛집을 찾으신다면 ""도미노피자(광주금남로점)""에 방문해보세요. 금남로4가역 근처에 있습니다."
148851,삼일돼지집,광주광역시 동구 경양로247번길 8-1,광주광역시 동구 계림동 486-6,35.157,126.9184,062-223-6029,한식,일반음식점,"광주광역시 동구에 가신다면 ""삼일돼지집""에 방문해보세요~"
148852,노군꼬치(구시청점),광주광역시 동구 문화전당로35번길 11-1,광주광역시 동구 광산동 60-1,35.1453,126.9178,,식육(숯불구이),일반음식점,"""노군꼬치(구시청점)""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
148853,동경야시장(구시청점),광주광역시 동구 문화전당로35번길 18-1,광주광역시 동구 광산동 92-19,35.1454,126.9172,062-236-0304,호프/통닭,일반음식점,"""동경야시장(구시청점)""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
148854,반도,광주광역시 동구 독립로264번길 25,광주광역시 동구 대인동 27,35.1535,126.9136,062-226-8300,한식,일반음식점,"""반도""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 금남로4가역입니다."
148855,변사또(대인점),광주광역시 동구 구성로 222,광주광역시 동구 대인동 311-3,35.1547,126.9161,062-227-8239,기타,일반음식점,"""변사또(대인점)""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로4가역입니다."
148856,강진마을,광주광역시 동구 필문대로273번길 4,광주광역시 동구 동명동 118-15,35.1466,126.928,062-225-0262,한식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""강진마을""을 추천합니다."
148857,골목식당,광주광역시 동구 서석로7번길 6-16,광주광역시 동구 불로동 106-4,35.1458,126.9153,062-224-2065,분식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""골목식당""에 방문해보세요. 문화전당역(구도청) 근처에 있습니다."
148858,다미원,광주광역시 동구 필문대로191번길 15-7,광주광역시 동구 산수동 518-3,35.1536,126.9329,062-233-0505,한식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""다미원""을 추천합니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다."
148859,빛고을낙지,광주광역시 동구 경양로 384,광주광역시 동구 산수동 555-27,35.1544,126.931,062-222-7820,호프/통닭,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""빛고을낙지""를 추천합니다!"
148860,도리깨마당,광주광역시 동구 필문대로191번길 5-21,광주광역시 동구 산수동 522-54,35.1539,126.9325,062-224-6370,한식,일반음식점,"""도리깨마당""은 광주광역시 동구에 있습니다."
148861,달팽이,광주광역시 동구 필문대로287번길 10,광주광역시 동구 서석동 424-1,35.1455,126.928,062-226-0337,기타,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""달팽이""를 추천합니다!"
148862,춘자생태탕,광주광역시 동구 제봉로98번길 3,광주광역시 동구 서석동 45-5,35.1472,126.9225,062-233-5752,한식,일반음식점,"""춘자생태탕""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 문화전당역(구도청)입니다."
148863,투다리(조대정문점),광주광역시 동구 백서로176번길 10,광주광역시 동구 서석동 466-1,35.1441,126.9252,062-225-2258,호프/통닭,일반음식점,"""투다리(조대정문점)""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
148865,가야농원,광주광역시 동구 천변좌로 682,광주광역시 동구 용산동 636-106,35.1233,126.9301,062-234-1915,한식,일반음식점,"""가야농원""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 소태역입니다."
148866,지지고(광주 조선대점),광주광역시 동구 지산로 13,광주광역시 동구 지산동 502-6,35.1454,126.9308,062-223-2287,분식,일반음식점,"광주광역시 동구에 가신다면 ""지지고(광주 조선대점)""에 방문해보세요~"
148867,고수닭갈비(조선대점),광주광역시 동구 필문대로287번길 23-4,광주광역시 동구 지산동 506-5,35.145,126.9296,062-228-9908,한식,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""고수닭갈비(조선대점)""를 방문해보세요!"
148868,새빨간죤스찜닭,광주광역시 동구 필문대로287번길 23-4,광주광역시 동구 지산동 506-5,35.145,126.9296,062-234-5553,기타,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""새빨간죤스찜닭""을 추천합니다."
148869,딱좋아국밥,광주광역시 동구 무등로 424,광주광역시 동구 산수동 550-3,35.1582,126.9279,062-232-2228,분식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""딱좋아국밥""을 추천합니다!"
148870,지산동호랑이,광주광역시 동구 필문대로287번길 17,광주광역시 동구 지산동 510-2,35.1452,126.9289,062-232-2007,기타,일반음식점,"""지산동호랑이""를 광주광역시 동구의 가 볼 만한 식당으로 추천합니다!"
148871,오니기리와이규동(조선대점),광주광역시 동구 필문대로273번길 9,광주광역시 동구 지산동 519-2,35.1466,126.9287,062-233-0228,분식,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""오니기리와이규동조선대점""을 추천합니다!"
148872,빈드럭스,광주광역시 동구 지호로124번길 32,광주광역시 동구 지산동 121-1,35.1469,126.9439,062-382-2400,기타,일반음식점,"""빈드럭스""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
148873,술마을,광주광역시 동구 밤실로 29,광주광역시 동구 지산동 706-21,35.1503,126.9369,062-223-4766,한식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""술마을""을 추천합니다!"
148874,새한병원구내식당,광주광역시 동구 남문로 774,광주광역시 동구 학동 44-18,35.1387,126.924,062-221-7554,한식,일반음식점,"""새한병원구내식당""을 광주광역시 동구의 가 볼 만한 식당으로 추천합니다!"
148875,자인세상,광주광역시 동구 의재로 22,광주광역시 동구 학동 735-16,35.1328,126.9301,062-227-1007,호프/통닭,일반음식점,"""자인세상""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 학동증심사입구역입니다."
148876,초가집,광주광역시 동구 중앙로 149-10,광주광역시 동구 호남동 32-9,35.1483,126.9122,062-224-7678,한식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""초가집""에 방문해보세요. 금남로4가역 근처에 있습니다."
148877,영풍치킨,광주광역시 동구 중앙로160번길 2,광주광역시 동구 황금동 116,35.148,126.9135,062-223-2295,호프/통닭,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""영풍치킨""을 방문해보세요!"
148878,까투리(산수점),광주광역시 동구 무등로415번길 2,광주광역시 동구 산수동 547-26,35.1589,126.9278,062-529-4409,호프/통닭,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""까투리(산수점)""를 추천합니다!"
148879,369(삼육구),광주광역시 동구 무등로 327,광주광역시 동구 계림동 559-13,35.1619,126.9189,062-528-1508,호프/통닭,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""369(삼육구)""를 추천합니다!"
148880,데어이즈,광주광역시 동구 필문대로287번길 24-24,광주광역시 동구 서석동 445-9,35.1444,126.9297,062-224-0588,경양식,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""데어이즈""에 가보시는 건 어떨까요?"
148881,본가생태탕,광주광역시 동구 필문대로191번길 15-3,광주광역시 동구 산수동 518-8,35.1534,126.9329,062-232-5061,한식,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""본가생태탕""을 방문해보세요!"
148882,길목식당,광주광역시 동구 필문대로287번길 18,광주광역시 동구 지산동 510-15,35.1452,126.9287,062-223-8043,한식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""길목식당""을 추천합니다."
148883,청춘길20번지(조대점),광주광역시 동구 필문대로287번길 15-15,광주광역시 동구 지산동 517-1,35.146,126.9289,062-953-1920,경양식,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""청춘길20번지(조대점)""에 가보시는 건 어떨까요?"
148884,닭발대장(조대점),광주광역시 동구 필문대로287번길 15,광주광역시 동구 지산동 510-13,35.1453,126.9286,062-233-9232,경양식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""닭발대장(조대점)""을 추천합니다."
148885,광주순대전통집,광주광역시 동구 서석로7번길 12-39,광주광역시 동구 불로동 1-10,35.1467,126.9154,062-223-2363,한식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 문화전당역(구도청) 근처에 있는 ""광주순대전통집""을 추천합니다!"
148886,김밥천국(산수점),광주광역시 동구 필문대로 175,광주광역시 동구 산수동 539-16,35.155,126.9322,062-269-5282,분식,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""김밥천국(산수점)""을 추천합니다!"
148887,옛날광주집,광주광역시 동구 의재로 68,광주광역시 동구 학동 278-3,35.132,126.9351,062-225-0061,분식,일반음식점,"""옛날광주집""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 학동증심사입구역입니다."
148888,투게더,광주광역시 동구 무등로 320,광주광역시 동구 계림동 561-3,35.1617,126.9178,062-222-0410,호프/통닭,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""투게더""를 추천합니다."
148889,참뫼,광주광역시 동구 중앙로196번길 23-12,광주광역시 동구 궁동 41,35.1497,126.9184,062-222-1215,한식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 금남로4가역 근처에 있는 ""참뫼""를 추천합니다!"
148890,멕시카나치킨(학동조대점),광주광역시 동구 의재로 68,광주광역시 동구 학동 278-3,35.132,126.9351,062-233-5008,분식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""멕시카나치킨(학동조대점)""에 방문해보세요. 학동증심사입구역 근처에 있습니다."
148891,네고치킨(조선대점),광주광역시 동구 필문대로287번길 15-14,광주광역시 동구 지산동 511-7,35.1458,126.9291,,경양식,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""네고치킨(조선대점)""을 추천합니다!"
148892,아주커,광주광역시 동구 백서로 126,광주광역시 동구 학동 138-4,35.1419,126.9193,062-228-8550,호프/통닭,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""아주커""를 추천합니다!"
148893,반도,광주광역시 동구 독립로264번길 25,광주광역시 동구 대인동 27,35.1535,126.9136,062-226-8300,기타,일반음식점,"""반도""는 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 금남로4가역입니다."
148894,태화식당,광주광역시 동구 충장로46번길 18,광주광역시 동구 수기동 60,35.1494,126.912,062-232-7682,한식,일반음식점,"""태화식당""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 금남로4가역입니다."
148895,CEO,광주광역시 동구 의재로 30-1,광주광역시 동구 학동 734-6,35.1326,126.931,062-226-0638,기타,일반음식점,"광주광역시 동구에 가신다면 ""CEO""에 방문해보세요~"
148896,대인시장독도횟집,광주광역시 동구 동계천로 67,광주광역시 동구 계림동 387-4,35.1534,126.9191,062-225-0027,한식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 금남로4가역 근처에 있는 ""대인시장독도횟집""을 추천합니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다."
148897,트라움,광주광역시 동구 필문대로187번길 1-15,광주광역시 동구 산수동 522-9,35.1545,126.9327,062-222-2730,호프/통닭,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""트라움""을 추천합니다!"
148898,삼원,광주광역시 동구 구성로152번길 15,광주광역시 동구 충장로4가 57-1,35.1493,126.9122,062-225-0465,한식,일반음식점,"""삼원""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 금남로4가역입니다."
148899,카페 아스윈,광주광역시 동구 필문대로287번길 24-30,광주광역시 동구 서석동 350-1,35.1443,126.9299,062-232-2007,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""카페 아스윈""을 추천합니다!"
148900,맥시두마리치킨(지원 학동점),광주광역시 동구 학소로 116,광주광역시 동구 소태동 514-8,35.1299,126.9326,062-224-9878,호프/통닭,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""맥시두마리치킨(지원 학동점)""에 방문해보세요. 학동증심사입구역 근처에 있습니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다."
148901,보양죽,광주광역시 동구 제봉로 35-2,광주광역시 동구 학동 112-1,35.1418,126.9208,062-228-5445,한식,일반음식점,"""보양죽""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
148902,보드게임카페 레드버튼,광주광역시 동구 중앙로160번길 31-6,광주광역시 동구 황금동 63,35.1465,126.9164,062-227-4209,경양식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""보드게임카페 레드버튼""을 추천합니다."
148903,굽네치킨(광주학동점),광주광역시 동구 의재로 54,광주광역시 동구 학동 729-24,35.1322,126.9334,062-224-8892,호프/통닭,일반음식점,"""굽네치킨(광주학동점)""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 학동증심사입구역입니다."
148904,마쏘라까망베르,광주광역시 동구 지산로 21,광주광역시 동구 지산동 500,35.1461,126.9311,062-224-5004,분식,일반음식점,"무엇을 먹을지 고민되신다고요? 광주광역시 동구에 계시다면 ""마쏘라까망베르""를 추천합니다!"
148905,오선술집,광주광역시 동구 학소로 126,광주광역시 동구 학동 766-5,35.1308,126.9325,062-225-7391,호프/통닭,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""오선술집""에 방문해보세요. 학동증심사입구역 근처에 있습니다."
148906,고씨회관,광주광역시 동구 백서로125번길 33,광주광역시 동구 금동 21-2,35.1447,126.9175,062-228-0010,분식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 문화전당역(구도청) 근처에 있는 ""고씨회관""을 추천합니다!"
148907,까투리(지원점),광주광역시 동구 남문로 592,광주광역시 동구 소태동 653-4,35.1239,126.9325,062-228-3851,기타,일반음식점,"""까투리(지원점)""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 소태역입니다."
148908,The참치,광주광역시 동구 밤실로 152-1,광주광역시 동구 산수동 685,35.161,126.9354,062-251-5531,호프/통닭,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 광주광역시 동구 맛집, ""The참치""를 추천합니다!"
148914,빵굼터(광주점),광주광역시 동구 구성로 206-2,광주광역시 동구 대인동 32-8,35.1537,126.9151,062-224-5172,제과점영업,제과점영업,"광주광역시 동구에서 맛집을 찾으신다면 ""빵굼터(광주점)""에 방문해보세요. 금남로4가역 근처에 있습니다."
171843,이어도,광주광역시 동구 학소로 103,광주광역시 동구 소태동 532-217,35.1288,126.933,062-222-9031,한식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 학동증심사입구역 근처에 있는 ""이어도""를 추천합니다!"
171844,전통순대국밥,광주광역시 동구 지호로70번길 2,광주광역시 동구 지산동 691-5,35.1475,126.9366,062-223-2933,한식,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""전통순대국밥""에 가보시는 건 어떨까요?"
171845,대장금,광주광역시 동구 필문대로287번길 24-28,광주광역시 동구 서석동 350-2,35.1443,126.9298,062-225-3599,기타,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? ""대장금""을 추천합니다!"
171846,제주항(광주점),광주광역시 동구 필문대로 200,광주광역시 동구 산수동 556-53,35.153,126.9309,062-233-1950,한식,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""제주항(광주점)""을 방문해보세요! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 위생 수준이 우수하고 친절한 서비스로 지방자치단체의 선정을 받은 모범음식점입니다. 레드테이블에서 온라인 예약이 가능합니다!"
171847,대왕김밥(학동1호점),광주광역시 동구 남문로 675,광주광역시 동구 학동 859-7,35.1309,126.929,062-223-0868,분식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""대왕김밥(학동1호점)""에 방문해보세요. 학동증심사입구역 근처에 있습니다."
171848,수일통닭(동구직영점),광주광역시 동구 필문대로192번길 3,광주광역시 동구 산수동 556-3,35.1537,126.9309,062-226-6444,호프/통닭,일반음식점,"""수일통닭(동구직영점)""을 광주광역시 동구의 가 볼 만한 식당으로 추천합니다!"
171849,복록수,광주광역시 동구 서석로10번길 9,광주광역시 동구 불로동 159,35.1445,126.9156,062-222-9909,경양식,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""복록수""에 방문해보세요. 문화전당역(구도청) 근처에 있습니다."
171850,돼지갈비막창구이,광주광역시 동구 무등로 414,광주광역시 동구 계림동 519-12,35.1588,126.9273,062-224-9521,기타,일반음식점,"광주광역시 동구에서 맛집을 찾으신다면 ""돼지갈비막창구이""를 추천합니다."
171851,스위티,광주광역시 동구 문화전당로35번길 9-1,광주광역시 동구 광산동 60,35.1454,126.918,062-226-9485,기타,일반음식점,"""스위티""는 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
171852,페리카나치킨(지원점),광주광역시 동구 남문로 592,광주광역시 동구 소태동 653-4,35.1239,126.9325,062-228-9292,기타,일반음식점,"""페리카나치킨(지원점)""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 소태역입니다."
171853,이영미궁중한방삼계탕(지산점),광주광역시 동구 지호로 133,광주광역시 동구 지산동 76-12,35.1494,126.9431,062-515-0400,기타,일반음식점,"광주광역시 동구에서 어디를 갈지 고민이라면! ""이영미궁중한방삼계탕(지산점)""에 가보시는 건 어떨까요?"
171854,고봉민 김밥(문화전당 대의점),광주광역시 동구 중앙로196번길 31-17,광주광역시 동구 대의동 80-2,35.1492,126.919,062-222-7897,경양식,일반음식점,"광주광역시 동구에서 가 볼 만한 식당을 찾으신다면? 문화전당역(구도청) 근처에 있는 ""고봉민 김밥(문화전당 대의점)""을 추천합니다!"
171855,이모네해장국,광주광역시 동구 백서로125번길 31,광주광역시 동구 금동 20-2,35.1444,126.9176,062-223-1596,한식,일반음식점,"""이모네해장국""은 광주광역시 동구에 있습니다. 가장 가까운 지하철역은 문화전당역(구도청)입니다."
171857,동아리(산수점),광주광역시 동구 필문대로 194,광주광역시 동구 산수동 556-15,35.1535,126.9311,062-222-9015,기타,일반음식점,"광주광역시 동구에서 식당을 찾으신다면? ""동아리(산수점)""를 방문해보세요!"
171858,우리돼지한돈,광주광역시 동구 천변우로 363-7,광주광역시 동구 호남동 12,35.1485,126.9113,062-222-2217,기타,일반음식점,"""우리돼지한돈""은 광주광역시 동구에 있는 맛집으로, 가장 가까운 지하철역은 금남로4가역입니다."
